"","ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address2","address3","town","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station","asking_price","predicted_price","difference","buy"
"1536",9149,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SM5","D",109,5,4.8,2.1,231,97,"Average","owner-occupied",51.371223,-0.166887,73,36,5,"carshalton","SES Water",57800,"Sutton","rail",0,1,0,0.2224612,448000,522008.966635574,-74008.9666355743,0
"1537",561,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"HA8","D",61,3,2.5,1.5,237,145,"Average","owner-occupied",51.615684,-0.284653,180,64,5,"edgware","Affinity Water",55100,"Barnet","tube",1,0,0,0.7848282,231000,305049.537204353,-74049.537204353,0
"1538",13698,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"UB3","E",92,4,5.6,1.8,344,106,"Average","owner-occupied",51.522756,-0.432861,104,42,5,"hayes and harlington","Affinity Water",43800,"Hillingdon","rail",0,1,0,1.702636,323000,397099.786965598,-74099.7869655978,0
"1539",14485,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"IG11","D",145,7,6.5,2.4,256,94,"Average","owner-occupied",51.532229,0.087446,62,4,4,"barking","Essex & Suffolk Water",44200,"Barking and Dagenham","tube",2,0,1,0.7158528,360000,434239.951677145,-74239.9516771448,0
"1540",15069,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE9","D",96,5,4.3,2.2,253,128,"Average","owner-occupied",51.436267,0.064594,57,54,4,"new eltham","Thames Water",52100,"Greenwich","rail",0,1,0,0.4617002,354000,428711.593510049,-74711.5935100491,0
"1541",12729,NA,NA,"S","N","L",NA,NA,NA,NA,NA,NA,"DA15","D",59,3,2.4,1.8,232,169,"Average","owner-occupied",51.452133,0.105898,114,42,4,"welling","Thames Water",51000,"Bexley","rail",0,1,0,1.4689896,256000,330928.974540818,-74928.9745408184,0
"1542",14576,NA,NA,"T","N","F",NA,NA,NA,"BATTERSEA",NA,NA,"SW11","E",108,4,5.8,3,303,155,"Poor","owner-occupied",51.468741,-0.15381,69,4,2,"queenstown road","Thames Water",58900,"Wandsworth","rail",0,1,0,0.7810998,937000,1011939.93129632,-74939.9312963166,0
"1543",3795,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR7","F",83,4,8.6,2.5,583,169,"Average","owner-occupied",51.4187,0.056655,46,90,4,"elmstead woods","Thames Water",72000,"Bromley","rail",0,1,0,0.8308118,523000,598007.750374944,-75007.7503749443,0
"1544",7872,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E13","E",70,3,4.5,1.4,365,116,"Average","owner-occupied",51.537755,0.034504,112,11,3,"upton park","Thames Water",43900,"Newham","tube",2,0,0,0.006214,252000,327266.567334234,-75266.5673342344,0
"1545",12974,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW1P","C",76,3,2.4,1.3,182,101,"Average","owner-occupied",51.496244,-0.134187,40,13,1,"st. james's park","Thames Water",57500,"Westminster","tube",2,0,0,0.4157166,847000,922581.296973934,-75581.2969739342,0
"1546",800,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW2","D",61,3,3.4,0.7,310,60,"Average","owner-occupied",51.448394,-0.368669,135,22,5,"whitton","Thames Water",55400,"Richmond upon Thames","rail",0,1,0,0.7823426,334000,409757.108701121,-75757.1087011208,0
"1547",1155,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE12","D",96,5,4.3,2.5,253,143,"Average","owner-occupied",51.457233,0.007963,98,18,3,"hither green","Thames Water",53500,"Lewisham","rail",0,1,0,0.5822518,459000,534779.1843399,-75779.1843399003,0
"1548",9729,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW6","D",49,2,2.9,1,303,113,"Very Poor","owner-occupied",51.479887,-0.212131,48,9,2,"parsons green","Thames Water",57600,"Hammersmith and Fulham","tube",1,0,0,0.8830094,418000,493809.162342655,-75809.1623426548,0
"1549",2928,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE13","D",70,2,3.5,1.6,283,133,"Average","owner-occupied",51.452521,-0.013718,52,19,3,"ladywell","Thames Water",55700,"Lewisham","rail",0,1,0,0.5921942,293000,369078.325204381,-76078.3252043807,0
"1550",12293,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE3","D",66,3,3.8,0.7,295,49,"Average","owner-occupied",51.466214,0.039354,128,42,3,"kidbrooke","Thames Water",47700,"Greenwich","rail",0,1,0,0.7991204,292000,368080.84130531,-76080.8413053104,0
"1551",7493,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"IG11","E",115,5,7.4,3.2,362,154,"Average","owner-occupied",51.534405,0.078936,17,6,4,"barking","Essex & Suffolk Water",44200,"Barking and Dagenham","tube",2,0,1,0.5070624,319000,395549.864461213,-76549.8644612132,0
"1552",5532,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W2","C",56.67,2,2.3,2.2,212,201,"Very Poor","rental (private)",51.517603,-0.180056,195,32,1,"paddington","Thames Water",66700,"Westminster","tube",5,1,0,0.2914366,728000,804674.667161584,-76674.6671615842,0
"1553",9853,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"W5","E",153,8,8.3,3.4,354,153,"Average","owner-occupied",51.51255,-0.286987,122,33,3,"ealing common","Thames Water",58600,"Ealing","tube",2,0,0,0.1224158,1113000,1189795.99168483,-76795.9916848294,0
"1554",12530,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE25","D",119,4,5,2,240,91,"Average","owner-occupied",51.391539,-0.066841,83,48,3,"woodside","Thames Water",50500,"Croydon","light_rail",0,0,1,0.3069716,454000,530829.978279895,-76829.978279895,0
"1555",72,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE28","D",58,3,2.6,0.7,253,64,"Average","owner-occupied",51.50324,0.10236,157,3,4,"abbey wood","Thames Water",49700,"Greenwich","rail",0,1,0,2.6571064,226000,303106.124917269,-77106.1249172693,0
"1556",8698,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM3","D",100,5,5.2,2.3,291,125,"Good","owner-occupied",51.612618,0.220578,92,45,6,"harold wood","Essex & Suffolk Water",40300,"Havering","rail",0,1,0,1.5572284,313000,390532.568560225,-77532.5685602249,0
"1557",8543,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"CR7","D",92.55,4,4.5,3.9,255,217,"Good","owner-occupied",51.404932,-0.097763,56,57,4,"thornton heath","Thames Water",44900,"Croydon","rail",0,1,0,0.5213546,315000,392644.930293614,-77644.9302936138,0
"1558",14982,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW12","D",57,3,5.7,4.5,561,441,"Average","owner-occupied",51.424575,-0.384375,84,19,6,"hampton","Thames Water",54700,"Richmond upon Thames","rail",0,1,0,1.121627,347000,424680.790868112,-77680.7908681122,0
"1559",3961,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE28","D",57.52,3,2.6,1.9,276,196,"Average","owner-occupied",51.50994,0.12479,54,2,4,"abbey wood","Thames Water",49800,"Greenwich","rail",0,1,0,2.1171098,228000,305739.878344876,-77739.8783448765,0
"1560",10496,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"DA5","D",95,5,3.8,1,235,64,"Good","owner-occupied",51.448969,0.133687,69,35,6,"bexley","Thames Water",54000,"Bexley","rail",0,1,0,1.0023182,341000,418740.900889365,-77740.9008893649,0
"1561",672,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N12","C",47,2,2.3,1.8,286,225,"Average","owner-occupied",51.613249,-0.177359,58,94,4,"woodside park","Affinity Water",51100,"Barnet","tube",1,0,0,0.7164742,176000,253796.500941007,-77796.5009410072,0
"1562",7719,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR4","D",97,5,4.2,1.3,227,66,"Good","owner-occupied",51.363984,0.010173,82,86,5,"hayes","Thames Water",61700,"Bromley","rail",0,1,0,1.3198536,415000,493057.555885919,-78057.5558859192,0
"1563",11951,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW1","D",67,3,2.9,0.8,253,69,"Average","owner-occupied",51.44733,-0.335206,44,14,5,"twickenham","Thames Water",70600,"Richmond upon Thames","rail",0,1,0,0.5101694,547000,625077.173048778,-78077.1730487782,0
"1564",12200,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA5","E",102,6,5.8,2.8,329,158,"Average","owner-occupied",51.581313,-0.384596,117,49,5,"eastcote","Affinity Water",75400,"Harrow","tube",2,0,0,0.8538036,614000,692549.034655958,-78549.0346559579,0
"1565",12502,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"HA0","D",50,3,2.8,1.4,321,161,"Good","owner-occupied",51.544373,-0.284509,96,37,3,"stonebridge park","Affinity Water",48900,"Brent","tube",2,0,1,0.6133218,231000,309550.590193989,-78550.5901939888,0
"1566",2619,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"IG11","C",63,3,1.5,1.5,133,133,"Average","owner-occupied",51.534002,0.075733,151,4,4,"barking","Essex & Suffolk Water",44200,"Barking and Dagenham","tube",2,0,1,0.571688,153000,231674.955191992,-78674.9551919918,0
"1567",2885,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE9","D",107,5,4.7,1.9,249,101,"Average","owner-occupied",51.463661,0.047043,18,46,4,"eltham","Thames Water",47900,"Greenwich","rail",0,1,0,0.8084414,352000,431675.651989167,-79675.6519891673,0
"1568",4682,NA,NA,"F","N","L",NA,NA,NA,"WANSTEAD",NA,NA,"E11","C",44,2,1.8,1.4,245,190,"Average","owner-occupied",51.576816,0.026896,53,31,4,"wanstead","Thames Water",55000,"Redbridge","tube",1,0,0,0.1298726,179000,258706.61047687,-79706.6104768701,0
"1569",8794,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N17","C",52,2,1.5,1,159,113,"Average","owner-occupied",51.606299,-0.060158,57,13,3,"northumberland park","Thames Water",36900,"Haringey","rail",0,1,0,0.3778112,195000,274719.594746222,-79719.5947462216,0
"1570",13189,NA,NA,"T","N","F",NA,NA,NA,"WOOD GREEN",NA,NA,"N22","D",88,5,4,1.4,237,77,"Average","owner-occupied",51.597113,-0.096718,64,20,3,"turnpike lane","Thames Water",44900,"Haringey","tube",1,0,0,0.6263712,433000,512778.037397722,-79778.0373977218,0
"1571",3209,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE7","D",93,5,4.1,2.3,248,139,"Average","owner-occupied",51.476383,0.03795,83,50,3,"charlton","Thames Water",50000,"Greenwich","rail",0,1,0,0.9979684,377000,457039.380956724,-80039.3809567235,0
"1572",3081,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"RM6","D",53,4,3.4,2.4,378,272,"Very Poor","owner-occupied",51.574825,0.118189,86,18,4,"goodmayes","Essex & Suffolk Water",46600,"Redbridge","rail",0,1,0,0.9140794,179000,259197.932489383,-80197.9324893825,0
"1573",14497,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"IG8","E",170,7,7.3,5.2,287,212,"Poor","owner-occupied",51.614594,0.031063,70,58,4,"woodford","Thames Water",59400,"Redbridge","tube",1,0,0,0.5337826,871000,951408.527264848,-80408.5272648477,0
"1574",4687,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E2","D",56,3,2.7,1.4,252,129,"Very Poor","rental (private)",51.527835,-0.075763,40,21,1,"shoreditch high street","Thames Water",48900,"Hackney","light_rail",0,0,1,0.3274778,456000,536827.804115803,-80827.8041158032,0
"1575",13603,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW11","D",50,2,3.7,1.6,431,192,"Very Poor","rental (private)",51.428439,-0.343574,32,12,6,"teddington","Thames Water",62200,"Richmond upon Thames","rail",0,1,0,0.5723094,281000,362451.503576879,-81451.5035768789,0
"1576",8520,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"BR5","C",42,2,1.7,0.1,212,1,"Good","rental (private)",51.382749,0.114582,72,68,6,"st mary cray","Thames Water",50900,"Bromley","rail",0,1,0,1.4124422,190000,271497.976895612,-81497.9768956122,0
"1577",357,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE3","C",46.72,2,2.4,2.3,291,283,"Very Poor","owner-occupied",51.466805,-0.002257,85,26,2,"lewisham","Thames Water",59500,"Greenwich","light_rail",0,1,1,1.1384048,290000,371611.077251453,-81611.0772514529,0
"1578",8649,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE20","D",87,5,3.3,1,213,63,"Average","owner-occupied",51.403391,-0.061898,56,45,3,"harrington road","Thames Water",55700,"Bromley","light_rail",0,0,1,0.4592146,396000,477639.797827978,-81639.797827978,0
"1579",14299,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM13","E",82,3,5.2,1.3,356,86,"Average","owner-occupied",51.53669,0.197802,23,9,6,"elm park","Essex & Suffolk Water",44600,"Havering","tube",1,0,0,1.177553,255000,336719.005752124,-81719.0057521238,0
"1580",5781,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E9","F",83,4,5.3,1.8,376,122,"Average","owner-occupied",51.550103,-0.044233,107,18,2,"homerton","Thames Water",43000,"Hackney","light_rail",0,0,1,0.5797662,424000,506329.409916185,-82329.4099161852,0
"1581",7533,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N18","D",96,5,3.5,1.2,208,70,"Average","owner-occupied",51.614402,-0.066197,64,17,4,"silver street","Thames Water",40700,"Enfield","light_rail",0,0,1,0.4107454,327000,409330.898362281,-82330.8983622813,0
"1582",12700,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"DA5","E",99,5,6.4,2.5,306,111,"Average","owner-occupied",51.43916,0.153705,34,18,6,"bexley","Thames Water",61700,"Bexley","rail",0,1,0,0.487799,461000,544208.991733265,-83208.9917332653,0
"1583",14006,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"W13","D",186,9,7.8,3.2,239,98,"Very Poor","owner-occupied",51.518042,-0.312898,67,41,3,"west ealing","Thames Water",64800,"Ealing","rail",0,1,0,0.5145192,1310000,1394246.60734255,-84246.6073425538,0
"1584",1293,NA,NA,"F","N","L",NA,NA,NA,"EALING",NA,NA,"W13","B",65,3,1,0.9,89,83,"Good","owner-occupied",51.512593,-0.316702,112,31,3,"west ealing","Thames Water",64800,"Ealing","rail",0,1,0,0.3150498,334000,418272.200142559,-84272.2001425587,0
"1585",2716,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW3","C",37,2,1.6,1,242,157,"Average","owner-occupied",51.493339,-0.164931,30,13,1,"sloane square","Thames Water",50600,"Kensington and Chelsea","tube",2,0,0,0.472264,499000,583467.774522914,-84467.7745229141,0
"1586",9505,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"BR2","C",48,2,1.2,1.1,139,131,"Average","owner-occupied",51.403058,0.005459,55,45,4,"shortlands","Thames Water",64600,"Bromley","rail",0,1,0,0.3703544,193000,278123.044610846,-85123.0446108456,0
"1587",15331,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"HA4","C",83,3,2.6,1.2,179,80,"Good","owner-occupied",51.565737,-0.408132,39,40,5,"ruislip gardens","Affinity Water",59800,"Hillingdon","tube",1,0,0,0.742573,388000,473702.484699506,-85702.4846995065,0
"1588",131,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW14","D",54,4,2.4,0.3,252,29,"Poor","owner-occupied",51.455625,-0.430698,24,24,6,"feltham","Affinity Water",50600,"Hounslow","tube",1,1,0,1.2428,311000,396967.443279986,-85967.4432799857,0
"1589",5505,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"EN5","C",54,3,2.1,1.1,223,115,"Poor","owner-occupied",51.650572,-0.185045,18,86,5,"high barnet","Affinity Water",55400,"Barnet","tube",1,0,0,0.5387538,277000,363088.486543569,-86088.4865435695,0
"1590",9503,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E3","C",76,3,2.4,2.3,182,169,"Average","owner-occupied",51.529638,-0.027275,201,15,2,"bow road","Thames Water",57000,"Tower Hamlets","tube",2,0,0,0.2336464,394000,480246.256663943,-86246.2566639427,0
"1591",4991,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"HA5","D",89,5,3.8,1.3,242,77,"Good","owner-occupied",51.592114,-0.374931,117,60,5,"pinner","Affinity Water",68600,"Harrow","tube",1,0,0,0.5455892,496000,582311.383793029,-86311.3837930288,0
"1592",12907,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E4","D",133,7,6.3,2.2,246,82,"Average","owner-occupied",51.61436,0.002786,79,30,4,"highams park","Thames Water",62400,"Waltham Forest","light_rail",0,0,1,0.5580172,575000,661331.77045168,-86331.7704516803,0
"1593",1380,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"IG8","D",100,5,3.4,1.4,192,80,"Good","owner-occupied",51.603943,0.053462,121,24,4,"woodford","Thames Water",53600,"Redbridge","tube",1,0,0,1.0768862,409000,495439.708841729,-86439.7088417288,0
"1594",5149,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW14","D",101,6,3.9,1.9,220,103,"Average","owner-occupied",51.456231,-0.425589,66,25,5,"hatton cross","Affinity Water",50600,"Hounslow","tube",1,0,0,1.2341004,359000,445447.267910482,-86447.2679104821,0
"1595",13628,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"EN5","D",75,4,3.3,0.7,246,53,"Very Poor","owner-occupied",51.655157,-0.203912,81,134,5,"high barnet","Affinity Water",60200,"Barnet","tube",1,0,0,0.5263258,497000,583733.85444628,-86733.8544462797,0
"1596",7075,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR2","D",67,3,2.6,0.5,200,36,"Good","owner-occupied",51.379677,0.044472,57,71,5,"petts wood","Thames Water",67300,"Bromley","rail",0,1,0,1.9499532,339000,426010.460785079,-87010.4607850792,0
"1597",4483,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW19","D",123,6,3.9,2.2,196,112,"Average","owner-occupied",51.420023,-0.174169,89,16,3,"colliers wood","Thames Water",64700,"Merton","tube",1,0,0,0.1454076,751000,838115.704624464,-87115.7046244636,0
"1598",6701,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR4","D",91,6,2.9,1.2,185,70,"Good","owner-occupied",51.398714,-0.138963,92,31,3,"beddington lane","Thames Water",47200,"Merton","light_rail",0,0,1,0.9252646,345000,432120.976830287,-87120.9768302874,0
"1599",5811,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"BR1","D",66,4,2.5,0.9,216,74,"Good","owner-occupied",51.42275,0.009788,107,43,4,"sundridge park","Thames Water",53700,"Bromley","rail",0,1,0,0.9115938,286000,373257.936239057,-87257.936239057,0
"1600",5265,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"EN5","D",82,4,3.6,2,252,134,"Good","owner-occupied",51.659789,-0.209252,47,120,5,"high barnet","Affinity Water",60200,"Barnet","tube",1,0,0,1.0209602,498000,585318.371532609,-87318.371532609,0
"1601",5713,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E14","C",65,3,1.9,1.7,164,148,"Good","owner-occupied",51.514979,-0.029798,52,8,2,"westferry","Thames Water",58600,"Tower Hamlets","light_rail",0,0,1,0.5679596,321000,408417.70609678,-87417.7060967796,0
"1602",10410,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE4","E",106,5,6,1.1,322,55,"Poor","owner-occupied",51.457219,-0.027246,54,29,3,"ladywell","Thames Water",58200,"Lewisham","rail",0,1,0,0.388375,585000,672657.306281151,-87657.3062811515,0
"1603",7063,NA,NA,"F","N","L",NA,NA,NA,"CHEAM",NA,NA,"SM3","C",39,2,1.8,1.7,269,263,"Good","owner-occupied",51.370269,-0.229348,75,42,5,"stoneleigh","SES Water",55400,"Sutton","rail",0,1,0,1.2440428,130000,217806.375905031,-87806.3759050311,0
"1604",1333,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E9","D",78,3,2.8,1.9,208,141,"Good","rental (private)",51.546649,-0.04001,139,11,2,"homerton","Thames Water",43000,"Hackney","light_rail",0,0,1,0.2585024,352000,440003.824381859,-88003.8243818589,0
"1605",10763,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E9","D",77,3,3.3,1,240,67,"Average","owner-occupied",51.548285,-0.026007,47,6,2,"hackney wick","Thames Water",46500,"Hackney","light_rail",0,0,1,0.5039554,461000,549171.905960512,-88171.9059605125,0
"1606",6516,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW15","D",74.02,3,4.8,3.6,385,293,"Very Poor","owner-occupied",51.461272,-0.218521,41,17,2,"putney","Thames Water",68500,"Kingston upon Thames","rail",0,1,0,0.1590784,541000,629240.491788407,-88240.4917884071,0
"1607",833,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"IG8","D",85,4,4.4,2,296,133,"Average","owner-occupied",51.601779,0.001756,154,37,4,"highams park","Thames Water",62400,"Redbridge","light_rail",0,0,1,0.6319638,444000,532259.884456029,-88259.884456029,0
"1608",7211,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"IG1","D",103,5,4.4,1.6,240,87,"Poor","owner-occupied",51.557405,0.085627,115,13,4,"seven kings","Essex & Suffolk Water",50400,"Redbridge","rail",0,1,0,1.003561,385000,473375.421532507,-88375.4215325068,0
"1609",9976,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW14","D",115,5,4.9,2.3,243,114,"Average","owner-occupied",51.467095,-0.260213,90,10,3,"mortlake","Thames Water",68200,"Richmond upon Thames","rail",0,1,0,0.4119882,827000,915685.885908882,-88685.8859088819,0
"1610",13554,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E13","D",71,3,2.9,0.8,232,61,"Average","owner-occupied",51.526648,0.034571,141,7,3,"upton park","Thames Water",45200,"Newham","tube",2,0,0,0.8755526,283000,371889.344736349,-88889.3447363487,0
"1611",7793,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"RM5","C",52,2,1.8,1.3,193,145,"Average","owner-occupied",51.608976,0.174458,52,80,6,"gidea park","Essex & Suffolk Water",42400,"Havering","rail",0,1,0,3.1772182,129000,218724.682855012,-89724.6828550116,0
"1612",1945,NA,NA,"T","N","L",NA,NA,NA,NA,NA,NA,"SW12","D",82,3,4.2,3.3,288,229,"Poor","rental (private)",51.44449,-0.139736,73,30,3,"balham","Thames Water",64000,"Wandsworth","tube",1,1,0,0.7251738,653000,743005.466839023,-90005.4668390229,0
"1613",8041,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"IG2","D",106,5,4.4,2.7,218,130,"Average","owner-occupied",51.57837,0.095578,104,24,4,"newbury park","Essex & Suffolk Water",51300,"Redbridge","tube",1,0,0,0.3952104,366000,456085.070637881,-90085.0706378813,0
"1614",5914,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW2","D",80,4,3,0.8,214,53,"Good","rental (private)",51.454713,-0.371711,141,21,5,"whitton","Thames Water",59000,"Richmond upon Thames","rail",0,1,0,0.8494538,412000,502110.285683958,-90110.2856839584,0
"1615",368,NA,NA,"T","N","F",NA,NA,NA,"PLUMSTEAD",NA,NA,"SE18","G",123,6,13,1.9,580,84,"Very Poor","owner-occupied",51.4848,0.086518,239,43,4,"plumstead","Thames Water",48200,"Greenwich","rail",0,1,0,0.584116,339000,429506.485035194,-90506.4850351938,0
"1616",3165,NA,NA,"F","N","F",NA,NA,NA,NA,NA,NA,"SW17","D",157.88,5,7.3,7.1,277,268,"Poor","owner-occupied",51.436204,-0.163452,106,32,3,"tooting bec","Thames Water",60700,"Wandsworth","tube",1,0,0,0.2311608,978000,1068515.35514782,-90515.3551478216,0
"1617",12103,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N15","D",96,6,3.6,1.3,212,74,"Average","owner-occupied",51.583241,-0.092996,158,18,3,"harringay green lanes","Thames Water",44200,"Haringey","light_rail",0,0,1,0.6481202,453000,544229.993724912,-91229.9937249117,0
"1618",1513,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA2","C",138,7,4.1,1.7,167,65,"Average","owner-occupied",51.589149,-0.355101,45,55,5,"north harrow","Affinity Water",63700,"Harrow","tube",1,0,0,0.6723548,703000,794546.256641379,-91546.256641379,0
"1619",4304,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE22","C",47,2,1.5,1.2,182,142,"Average","owner-occupied",51.462303,-0.066803,96,23,2,"peckham rye","Thames Water",62600,"Southwark","light_rail",0,1,1,0.6530914,259000,350818.607325853,-91818.6073258528,0
"1620",325,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N13","D",115,6,3.8,1.4,191,69,"Average","owner-occupied",51.620189,-0.1001,89,33,4,"palmers green","Thames Water",48600,"Enfield","rail",0,1,0,0.6785688,437000,528873.230314594,-91873.2303145938,0
"1621",4494,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"KT5","E",62,5,4.2,0.4,386,38,"Very Poor","owner-occupied",51.380964,-0.277247,77,27,5,"tolworth","Thames Water",55400,"Kingston upon Thames","rail",0,1,0,0.3952104,291000,383051.244404926,-92051.2444049258,0
"1622",13716,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW11","D",71,3,3.6,2.4,290,195,"Poor","rental (private)",51.461653,-0.173199,132,19,2,"clapham junction","Thames Water",65900,"Wandsworth","light_rail",0,1,1,0.3585478,507000,599100.061877163,-92100.0618771631,0
"1623",1133,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N15","D",145,7,4.9,2.7,190,105,"Average","owner-occupied",51.585579,-0.098387,71,20,3,"turnpike lane","Thames Water",48900,"Haringey","tube",1,0,0,0.4977414,660000,752244.258617731,-92244.2586177313,0
"1624",1471,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW2","F",121,7,8.8,4.1,412,190,"Average","owner-occupied",51.440672,-0.357923,84,20,6,"fulwell","Thames Water",61900,"Richmond upon Thames","rail",0,1,0,0.7195812,766000,858400.237159191,-92400.2371591912,0
"1625",5304,NA,NA,"T","N","L",NA,NA,NA,NA,NA,NA,"SE15","D",50,3,2.4,1.4,268,157,"Average","owner-occupied",51.470671,-0.057813,64,14,2,"queens road peckham","Thames Water",45200,"Southwark","light_rail",0,1,1,0.4150952,341000,434098.085968613,-93098.0859686129,0
"1626",15252,NA,NA,"T","N","L",NA,NA,NA,NA,NA,NA,"SE22","D",44,2,2.5,1.3,327,173,"Poor","owner-occupied",51.453159,-0.062036,115,36,3,"honor oak park","Thames Water",59400,"Southwark","light_rail",0,0,1,0.9979684,379000,472489.157941227,-93489.157941227,0
"1627",12856,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE18","D",115.05,3,4.5,3.9,254,224,"Average","owner-occupied",51.486807,0.091493,157,22,4,"plumstead","Thames Water",43900,"Greenwich","rail",0,1,0,0.5263258,324000,417857.00130416,-93857.00130416,0
"1628",7850,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW18","E",92,4,5.5,2,337,122,"Poor","owner-occupied",51.449918,-0.183108,48,22,3,"earlsfield","Thames Water",71900,"Wandsworth","rail",0,1,0,0.6201572,595000,690312.538388811,-95312.5383888114,0
